zip,lead_exposure_probability,lead_risk_label,maintenance_debt_usd,compliance_risk_score,compliance_risk_label,energy_burden_pct,energy_burden_label,flood_annual_cost_usd
44032,38,Moderate,,,,2.47,Low,0.26
44035,61,High,25558,,,2.49,Low,0.37
44039,37,Moderate,,0,Low,1.44,Low,4.59
44040,62,High,24502,,,0.81,Low,2.08
44041,62,High,24826,29,Moderate,2.31,Low,0.65
44044,60,High,2925,32,Moderate,1.56,Low,0.97
44045,66,High,29500,,,1.76,Low,35.07
44046,69,High,27550,10,Low,1.84,Low,
44047,53,High,31860,0,Low,2.26,Low,1.13
44048,65,High,25660,,,2.12,Low,3.51
44049,72,Very High,33100,,,2.3,Low,
44050,48,High,,90,Critical,1.34,Low,
44052,60,High,29950,43,Moderate,3.19,Moderate,0.03
44053,43,Moderate,19750,43,Moderate,2.07,Low,3.9
44054,57,High,2275,3,Low,1.85,Low,0.23
44055,58,High,29440,43,Moderate,3.69,Moderate,0.48
44056,34,Moderate,,,,1.25,Low,0.03
44057,49,High,31884,,,1.92,Low,0.99
44060,56,High,31764,31,Moderate,1.57,Low,0.88
44061,,,,31,Moderate,,,
44062,59,High,21730,28,Moderate,1.79,Low,3.28
44064,50,High,26650,,,1.89,Low,0.65
44065,52,High,25300,78,Critical,1.54,Low,0.05
44067,41,Moderate,19750,70,Critical,1.52,Low,0.38
44068,73,Very High,30250,,,2.38,Low,9.02
44070,60,High,24358,,,1.58,Low,0.35
44072,61,High,25510,,,1.36,Low,1.98
44074,60,High,26050,,,1.83,Low,1.06
44076,53,High,3250,6,Low,2.53,Low,
44077,51,High,21190,14,Low,1.67,Low,5.91
44080,77,Very High,34750,,,,,
44081,47,High,21766,,,1.44,Low,0.13
44082,62,High,24250,,,3.08,Moderate,
44084,32,Moderate,,79,Critical,1.87,Low,1.95
44085,48,High,,,,2.06,Low,
44086,53,High,31944,18,Low,1.62,Low,
44087,34,Moderate,,,,1.41,Low,0.03
44089,57,High,24100,14,Low,1.88,Low,13.94
44090,63,High,3250,14,Low,1.73,Low,0.14
44092,62,High,27550,,,1.99,Low,0.01
44093,61,High,25150,,,1.76,Low,
44094,49,High,20422,,,1.78,Low,3.01
44095,62,High,23950,,,1.94,Low,4.09
44099,37,Moderate,1625,,,1.48,Low,
44101,,,,35,Moderate,,,
44102,63,High,31300,35,Moderate,3.35,Moderate,0.8
44103,61,High,30850,35,Moderate,5.58,Moderate,0.04
44104,56,High,40200,35,Moderate,5.63,Moderate,0.01
44105,64,High,32200,35,Moderate,3.53,Moderate,0.43
44106,60,High,29800,35,Moderate,3.15,Moderate,0.33
44107,71,Very High,30850,47,High,2.05,Low,0.63
44108,63,High,31300,35,Moderate,4.15,Moderate,
44109,63,High,31600,35,Moderate,3.13,Moderate,0.63
44110,63,High,30400,35,Moderate,4.36,Moderate,
44111,64,High,31900,35,Moderate,2.47,Low,0.01
44112,62,High,30850,35,Moderate,4.67,Moderate,0.05
44113,56,High,28600,35,Moderate,1.93,Low,0.16
44114,54,High,26050,35,Moderate,2.98,Low,0.03
44115,47,High,24454,35,Moderate,6.35,High,0.14
44116,63,High,24166,,,1.44,Low,1.43
44117,65,High,28600,,,3.23,Moderate,
44118,63,High,31750,35,Moderate,1.77,Low,0.02
44119,62,High,31990,35,Moderate,2.8,Low,0.09
44120,64,High,31900,35,Moderate,2.92,Low,0.08
44121,61,High,43500,35,Moderate,1.79,Low,0.01
44122,62,High,28000,,,1.39,Low,0.16
44123,67,High,30100,,,2.46,Low,0.01
44124,54,High,24166,35,Moderate,1.71,Low,0.22
44125,58,High,30490,35,Moderate,2.43,Low,12.87
44126,57,High,28300,35,Moderate,1.73,Low,0.02
44127,62,High,31150,35,Moderate,4.1,Moderate,0.1
44128,58,High,28750,35,Moderate,3.03,Moderate,0.88
44129,56,High,29200,35,Moderate,2,Low,0.01
44130,53,High,25900,35,Moderate,1.98,Low,1.58
44131,66,High,25222,65,High,1.37,Low,43.27
44132,64,High,28150,,,2.94,Low,0.03
44133,45,Moderate,,,,1.65,Low,0.93
44134,56,High,28450,35,Moderate,2.01,Low,0.2
44135,59,High,30100,35,Moderate,2.76,Low,0.09
44136,43,Moderate,19750,10,Low,1.44,Low,1.46
44137,66,High,30700,,,2.55,Low,
44138,36,Moderate,1300,,,1.44,Low,0.3
44139,42,Moderate,,28,Moderate,1,Low,1.11
44140,63,High,27550,,,1.11,Low,0.39
44141,48,High,31824,,,1.06,Low,3.51
44142,61,High,24166,,,2.01,Low,1.06
44143,49,High,24100,35,Moderate,1.78,Low,2.22
44144,59,High,29800,35,Moderate,2.26,Low,0.15
44145,46,High,,,,1.23,Low,0.8
44146,61,High,25660,0,Low,2.55,Low,1.6
44147,43,Moderate,325,,,1.36,Low,1
44149,39,Moderate,650,10,Low,1.18,Low,1.07
44181,,,,35,Moderate,,,
44188,,,,35,Moderate,,,
44189,,,,35,Moderate,,,
44190,,,,35,Moderate,,,
44191,,,,35,Moderate,,,
44192,,,,35,Moderate,,,
44193,,,,35,Moderate,,,
44194,,,,35,Moderate,,,
44195,,,,35,Moderate,,,
44197,,,,35,Moderate,,,
44198,,,,35,Moderate,,,
44199,,,,35,Moderate,,,
44201,50,High,3250,,,1.75,Low,0.02
44202,38,Moderate,1950,30,Moderate,1.16,Low,0.63
44203,63,High,28150,,,2.29,Low,7.72
44212,43,Moderate,,,,1.54,Low,0.64
44214,53,High,21118,10,Low,1.55,Low,0.5
44215,62,High,28450,,,1.7,Low,13.81
44216,59,High,25600,32,Moderate,1.4,Low,2.36
44217,54,High,3250,20,Moderate,2.09,Low,0.17
44221,71,Very High,28450,73,Critical,2.18,Low,0.01
44222,,,,73,Critical,,,
44223,61,High,26500,73,Critical,1.52,Low,0.68
44224,42,Moderate,20758,68,High,1.48,Low,0.6
44230,50,High,19750,53,High,1.82,Low,0.11
44231,61,High,31944,66,High,1.58,Low,0.6
44233,49,High,,70,Critical,0.98,Low,0.52
44234,51,High,21010,59,High,1.84,Low,0.43
44235,33,Moderate,,,,1.82,Low,
44236,48,High,,64,High,0.8,Low,1.67
44237,,,,64,High,,,
44240,53,High,3250,49,High,2.35,Low,0.07
44241,37,Moderate,,0,Low,1.66,Low,1.35
44242,,,,49,High,,,
44243,,,,49,High,,,
44250,66,High,29350,61,High,2.5,Low,
44251,46,High,19750,,,1.13,Low,
44253,36,Moderate,975,,,1.55,Low,
44254,53,High,26350,6,Low,2.09,Low,0.24
44255,58,High,2925,10,Low,1.82,Low,0.19
44256,31,Moderate,,38,Moderate,1.35,Low,2.1
44258,,,,38,Moderate,,,
44260,59,High,24400,36,Moderate,1.8,Low,0.02
44262,50,High,3250,3,Low,1.8,Low,2.48
44264,31,Moderate,,10,Low,1.14,Low,4.13
44266,52,High,3250,35,Moderate,2.21,Low,0.13
44270,52,High,25942,33,Moderate,2.05,Low,3.17
44272,46,High,21046,,,1.66,Low,0.19
44273,54,High,20518,47,High,1.45,Low,0.16
44274,77,Very High,34750,,,,,216.42
44275,51,High,21670,6,Low,1.32,Low,
44276,59,High,2925,,,1.8,Low,
44278,44,Moderate,24400,23,Moderate,1.47,Low,0.43
44280,45,Moderate,325,,,1.22,Low,1.75
44281,50,High,21094,0,Low,1.53,Low,0.2
44282,,,,0,Low,,,
44285,57,High,29800,,,1.97,Low,
44286,48,High,20446,,,1.17,Low,
44287,43,Moderate,,10,Low,1.9,Low,
44288,58,High,2925,56,High,2.07,Low,0.06
44301,64,High,32050,53,High,2.59,Low,
44302,66,High,32200,53,High,2.98,Low,
44303,62,High,30850,53,High,1.88,Low,0.07
44304,51,High,31812,53,High,3.76,Moderate,0.1
44305,60,High,30100,53,High,2.42,Low,0.2
44306,59,High,29200,53,High,3.29,Moderate,0.01
44307,52,High,3590,53,High,4.69,Moderate,
44308,49,High,28300,53,High,8.73,High,
44309,,,,53,High,,,
44310,61,High,30340,53,High,3.47,Moderate,0.07
44311,57,High,27250,53,High,5.66,Moderate,0.03
44312,52,High,26260,53,High,2.09,Low,0.47
44313,53,High,25294,53,High,1.77,Low,3.11
44314,61,High,31150,53,High,2.85,Low,1.5
44315,,,,53,High,,,
44316,,,,53,High,,,
44317,,,,53,High,,,
44319,52,High,25798,53,High,1.81,Low,0.82
44320,57,High,29200,53,High,3.38,Moderate,0.8
44321,29,Moderate,,53,High,1.13,Low,1.45
44322,,,,53,High,,,
44325,,,,53,High,,,
44326,,,,53,High,,,
44328,,,,53,High,,,
44333,45,Moderate,2925,53,High,1.13,Low,3.12
44372,,,,53,High,,,
44396,,,,53,High,,,
44398,,,,53,High,,,
44399,,,,53,High,,,
44401,59,High,3250,,,2.01,Low,0.42
44402,62,High,2925,,,1.83,Low,
44403,59,High,3590,6,Low,2.17,Low,0.22
44404,67,High,29440,,,2.87,Low,
44405,65,High,28450,,,3.28,Moderate,
44406,56,High,,30,Moderate,1.36,Low,0.75
44408,51,High,31872,53,High,1.9,Low,0.19
44410,50,High,20758,56,High,2.14,Low,0.02
44411,46,High,,,,1.79,Low,
44412,50,High,20794,,,1.32,Low,
44413,64,High,27700,3,Low,2.65,Low,0.27
44417,60,High,26050,,,2.37,Low,
44418,75,Very High,20446,70,Critical,1,Low,
44420,63,High,27700,0,Low,2.57,Low,0.95
44423,47,High,,,,1.67,Low,2.04
44424,69,High,31900,,,1.48,Low,
44425,61,High,24826,23,Moderate,2.17,Low,1
44427,47,High,,,,,,1.84
44428,62,High,27250,10,Low,2.54,Low,
44429,49,High,2275,,,1.74,Low,
44430,65,High,27700,,,2.35,Low,30.36
44431,62,High,27550,,,2.08,Low,
44432,52,High,3250,36,Moderate,2.14,Low,0.1
44436,64,High,27850,,,1.79,Low,0.01
44437,63,High,24826,,,1.86,Low,0.12
44438,68,High,41250,,,3.15,Moderate,1.32
44439,69,High,31450,,,2.06,Low,0.36
44440,58,High,3250,,,1.99,Low,0.01
44441,46,High,650,,,0.93,Low,0.8
44442,48,High,19750,,,2.48,Low,
44443,46,High,325,,,1.88,Low,
44444,71,Very High,27400,53,High,2.19,Low,0.04
44445,77,Very High,25450,24,Moderate,1.5,Low,
44446,55,High,25558,20,Moderate,2.71,Low,0.27
44449,59,High,25654,,,2,Low,0.11
44450,60,High,26650,,,2.8,Low,4.09
44451,59,High,25510,,,2.09,Low,0.03
44452,48,High,,,,2.25,Low,2.93
44454,51,High,31932,,,1.79,Low,
44455,58,High,20794,,,1.97,Low,
44460,61,High,26380,42,Moderate,2.26,Low,0.13
44470,58,High,25300,,,2.26,Low,0.89
44471,67,High,30250,24,Moderate,2.56,Low,
44473,54,High,3250,3,Low,1.77,Low,
44481,57,High,31824,55,High,2.14,Low,0.34
44482,,,,55,High,,,
44483,65,High,29050,55,High,2.84,Low,0.55
44484,58,High,2275,55,High,2.07,Low,0.72
44485,65,High,28750,55,High,4.01,Moderate,0.81
44486,,,,55,High,,,
44488,,,,55,High,,,
44490,58,High,27550,59,High,3.13,Moderate,
44491,61,High,31872,96,Critical,2.12,Low,1.44
44493,48,High,31500,,,4.01,Moderate,
44501,,,,42,Moderate,,,
44502,68,High,32590,42,Moderate,4.19,Moderate,
44503,71,Very High,30700,42,Moderate,10.59,Severe,
44504,68,High,30550,42,Moderate,3.37,Moderate,0.13
44505,62,High,24262,42,Moderate,3.7,Moderate,3.85
44506,71,Very High,31300,42,Moderate,6.05,High,
44507,69,High,31300,42,Moderate,5.24,Moderate,0.01
44509,68,High,30850,42,Moderate,3.71,Moderate,0.06
44510,54,High,26806,42,Moderate,6.53,High,0.07
44511,65,High,28750,42,Moderate,2.45,Low,0.05
44512,61,High,25750,42,Moderate,2.17,Low,1.15
44513,,,,42,Moderate,,,
44514,57,High,25450,42,Moderate,1.69,Low,0.14
44515,58,High,24250,42,Moderate,2.56,Low,0.74
44555,,,,42,Moderate,,,
44601,64,High,28450,77,Critical,2.18,Low,0.05
44606,49,High,20950,,,1.86,Low,1.57
44607,52,High,29140,,,,,
44608,57,High,24826,6,Low,2.41,Low,0.32
44609,56,High,27400,59,High,2.15,Low,1.26
44610,51,High,19750,51,High,,,
44611,38,Moderate,,71,Critical,2.25,Low,
44612,42,Moderate,19750,30,Moderate,1.6,Low,0.02
44613,58,High,27400,6,Low,2.36,Low,
44614,50,High,20806,3,Low,1.63,Low,2.18
44615,48,High,26350,44,Moderate,2.04,Low,
44618,51,High,20830,56,High,1.95,Low,
44619,62,High,24610,,,2.09,Low,
44620,51,High,2925,,,1.84,Low,0.31
44621,62,High,26260,3,Low,2.46,Low,0.55
44622,62,High,26050,50,High,1.92,Low,0.4
44624,49,High,20710,,,1.15,Low,0.97
44625,50,High,,,,2.3,Low,
44626,60,High,25558,10,Low,1.73,Low,
44627,38,Moderate,,10,Low,1.65,Low,0.04
44628,56,High,26350,71,Critical,2.36,Low,3.93
44629,56,High,28600,61,High,1.72,Low,0.11
44630,15,Low,,,,,,
44632,52,High,20326,41,Moderate,1.53,Low,
44633,51,High,,10,Low,1.86,Low,0.24
44634,63,High,27850,,,1.73,Low,1.03
44637,60,High,26380,59,High,2.31,Low,4.3
44638,51,High,21070,79,Critical,1.97,Low,1.56
44639,68,High,30850,,,2.59,Low,
44640,72,Very High,31450,,,1.77,Low,
44641,52,High,3590,63,High,1.73,Low,7.94
44643,47,High,25750,6,Low,2.15,Low,
44644,60,High,2925,74,Critical,2.4,Low,2.34
44645,68,High,20866,48,High,1.58,Low,
44646,68,High,25300,60,High,2.02,Low,0.11
44647,70,High,28000,60,High,2.05,Low,0.28
44648,,,,60,High,,,
44651,65,High,29500,,,2.51,Low,
44652,46,High,,,,2.96,Low,
44653,65,High,29350,,,2.04,Low,
44654,33,Moderate,1950,16,Low,1.8,Low,0.45
44656,51,High,26200,,,2.3,Low,0.93
44657,46,High,2925,3,Low,2.23,Low,1.15
44659,68,High,28600,,,,,
44660,70,High,39750,,,2.66,Low,
44661,67,High,27550,,,3.01,Moderate,
44662,54,High,3590,56,High,1.95,Low,0.23
44663,61,High,26086,53,High,2.17,Low,1.07
44665,62,High,27700,,,1.37,Low,
44666,60,High,26260,,,1.33,Low,
44667,50,High,3250,,,1.87,Low,0.05
44669,54,High,28000,,,1.7,Low,
44670,68,High,24070,,,,,
44671,21,Moderate,,,,,,0.16
44672,73,Very High,27400,58,High,2.71,Low,0.02
44675,50,High,20590,,,1.59,Low,
44676,52,High,21430,61,High,1.83,Low,0.22
44677,60,High,25600,,,1.84,Low,
44678,21,Moderate,,,,,,1.44
44680,52,High,20566,29,Moderate,2.09,Low,
44681,58,High,21622,79,Critical,1.62,Low,0.24
44682,41,Moderate,,41,Moderate,1.66,Low,
44683,62,High,24454,,,2.45,Low,2.32
44685,44,Moderate,,,,1.35,Low,0.01
44687,15,Low,,59,High,,,
44688,63,High,24718,74,Critical,2.29,Low,0.57
44689,58,High,28750,93,Critical,1.41,Low,
44690,54,High,3250,79,Critical,,,
44691,45,Moderate,20470,35,Moderate,1.89,Low,2.1
44693,65,High,26200,,,1.22,Low,
44695,54,High,2925,34,Moderate,2.29,Low,6.76
44697,68,High,30400,,,2.42,Low,
44699,32,Moderate,,,,2.97,Low,0.09
44701,,,,55,High,,,
44702,73,Very High,25558,55,High,10.27,Severe,
44703,80,Very High,32200,55,High,4.23,Moderate,
44704,77,Very High,30250,55,High,3.97,Moderate,
44705,72,Very High,28600,55,High,3.22,Moderate,0.37
44706,71,Very High,23950,55,High,2.44,Low,0.06
44707,73,Very High,28000,55,High,3.47,Moderate,1.77
44708,70,High,28000,55,High,2.25,Low,0.07
44709,70,High,24454,55,High,2.54,Low,0.78
44710,77,Very High,33190,55,High,2.68,Low,
44711,,,,55,High,,,
44714,73,Very High,29590,55,High,2.35,Low,0.28
44718,57,High,19750,55,High,1.57,Low,1.58
44720,51,High,20542,65,High,1.67,Low,5.34
44721,59,High,19750,55,High,1.42,Low,0.11
44730,61,High,26086,,,1.92,Low,0.15
44735,,,,55,High,,,
44750,,,,55,High,,,
44767,,,,55,High,,,
44799,,,,55,High,,,
44802,60,High,3250,,,2.19,Low,
44804,69,High,29500,66,High,1.47,Low,1.21
44805,60,High,24934,0,Low,2.18,Low,0.27
44807,61,High,29800,89,Critical,1.77,Low,
44809,61,High,19750,,,1.53,Low,
44811,78,Very High,24934,45,High,2.1,Low,1.6
44813,45,Moderate,20494,41,Moderate,1.66,Low,7.03
44814,64,High,27550,,,1.87,Low,0.83
44815,67,High,29650,59,High,2.15,Low,2.78
44816,,,,22,Moderate,,,
44817,61,High,25900,,,1.94,Low,
44818,65,High,28150,32,Moderate,2.09,Low,
44820,63,High,23950,53,High,2.37,Low,4.63
44822,46,High,31956,14,Low,2.02,Low,0.68
44824,61,High,25294,,,1.64,Low,0.02
44825,71,Very High,31600,,,2.84,Low,
44826,61,High,3590,,,2.4,Low,
44827,63,High,27400,17,Low,2.55,Low,2.95
44828,76,Very High,33550,,,5.17,Moderate,
44830,64,High,27400,73,Critical,2.19,Low,0.5
44833,56,High,27400,90,Critical,2.36,Low,3.14
44836,54,High,2925,24,Moderate,1.77,Low,
44837,54,High,2925,66,High,1.94,Low,
44838,62,High,31000,10,Low,2.4,Low,
44839,52,High,31908,35,Moderate,1.75,Low,4.9
44840,52,High,21010,6,Low,1.68,Low,0.03
44841,67,High,28900,,,1.9,Low,
44842,55,High,25750,47,High,1.89,Low,7.11
44843,53,High,3590,32,Moderate,1.52,Low,0.02
44844,59,High,3590,,,1.66,Low,
44846,55,High,27550,6,Low,1.39,Low,1.23
44847,66,High,29050,6,Low,1.81,Low,0.14
44849,57,High,28840,6,Low,1.91,Low,
44850,71,Very High,29590,,,,,
44851,55,High,24934,47,High,2.16,Low,0.3
44853,61,High,24826,,,1.57,Low,
44854,65,High,29650,,,2.28,Low,
44855,65,High,28690,36,Moderate,2.02,Low,
44856,70,High,30850,,,3.16,Moderate,
44857,53,High,3250,47,High,2.17,Low,1.08
44859,49,High,21370,,,1.58,Low,
44861,71,Very High,28600,,,2.85,Low,
44862,,,,3,Low,,,
44864,48,High,26800,48,High,2.35,Low,0.65
44865,67,High,25750,6,Low,1.85,Low,
44866,51,High,32016,,,2.14,Low,
44867,62,High,27850,44,Moderate,2.24,Low,0.37
44870,71,Very High,27400,0,Low,2.3,Low,3.36
44871,,,,0,Low,,,
44874,63,High,29350,,,1.86,Low,
44875,70,High,27700,3,Low,2.23,Low,22.01
44878,60,High,24454,6,Low,1.7,Low,0.03
44880,34,Moderate,,,,2.08,Low,0.6
44881,74,Very High,34750,,,,,
44882,56,High,27550,6,Low,1.76,Low,0.4
44883,63,High,27250,,,2.16,Low,3.08
44887,67,High,29200,,,1.62,Low,
44888,,,,44,Moderate,,,
44889,54,High,3250,6,Low,1.56,Low,1.43
44890,61,High,25750,44,Moderate,2.08,Low,
44901,,,,90,Critical,,,
44902,71,Very High,31900,90,Critical,4.27,Moderate,24.34
44903,62,High,25558,90,Critical,2.07,Low,1.05
44904,51,High,31812,90,Critical,2.2,Low,1.42
44905,61,High,27400,90,Critical,2.43,Low,0.55
44906,58,High,25450,90,Critical,2.63,Low,
44907,62,High,24358,90,Critical,3.07,Moderate,0.11
44999,,,,90,Critical,,,
45001,56,High,24454,47,High,3.09,Moderate,1.98
45002,47,High,,23,Moderate,1.64,Low,2.36
45003,66,High,28450,51,High,2.05,Low,3.58
45005,52,High,2925,23,Moderate,1.87,Low,0.31
45011,39,Moderate,1950,47,High,1.54,Low,0.35
45012,,,,47,High,,,
45013,59,High,25600,47,High,1.9,Low,0.65
45014,55,High,19750,26,Moderate,1.99,Low,1.66
45015,68,High,42900,47,High,3.05,Moderate,0.01
45018,,,,26,Moderate,,,
45025,,,,47,High,,,
45026,,,,47,High,,,
45030,32,Moderate,1300,26,Moderate,1.43,Low,1.55
45032,49,High,27850,,,2.19,Low,
45033,68,High,42900,,,3.22,Moderate,
45034,22,Moderate,,,,0.91,Low,
45036,46,High,,30,Moderate,1.42,Low,0.83
45039,22,Moderate,11750,,,1.24,Low,0.11
45040,22,Moderate,,,,1.05,Low,0.1
45041,77,Very High,34750,,,,,
45042,54,High,24358,10,Low,2.08,Low,0.09
45043,,,,10,Low,,,
45044,44,Moderate,31896,10,Low,1.93,Low,0.79
45050,41,Moderate,,55,High,1.33,Low,1.41
45051,59,High,2275,,,2.19,Low,
45052,46,High,,,,1.39,Low,0.47
45053,47,High,21262,,,1.25,Low,0.63
45054,46,High,975,,,1.43,Low,
45055,64,High,3590,,,,,
45056,45,Moderate,,,,2.6,Low,0.89
45062,60,High,28000,24,Moderate,2.59,Low,20.32
45064,69,High,31860,0,Low,1.38,Low,4.18
45065,31,Moderate,990,33,Moderate,1.29,Low,5.31
45066,41,Moderate,,0,Low,1.14,Low,0.88
45067,31,Moderate,,18,Low,1.57,Low,0.19
45068,57,High,650,93,Critical,1.46,Low,0.29
45069,36,Moderate,,28,Moderate,1.2,Low,0.42
45070,72,Very High,31450,,,2.16,Low,
45071,,,,28,Moderate,,,
45101,48,High,19750,,,3.62,Moderate,4.46
45102,33,Moderate,,,,1.83,Low,0.02
45103,37,Moderate,1950,42,Moderate,1.7,Low,0.29
45105,62,High,23740,,,,,
45106,62,High,3250,76,Critical,2.03,Low,0.25
45107,49,High,20518,,,2.12,Low,0.35
45111,63,High,29740,,,1.65,Low,
45112,60,High,27700,,,2.22,Low,98.42
45113,32,Moderate,,6,Low,1.39,Low,
45115,74,Very High,31900,,,,,
45118,40,Moderate,325,68,High,1.5,Low,
45119,55,High,19750,,,1.13,Low,
45120,33,Moderate,1625,49,High,2.55,Low,0.31
45121,46,High,20590,13,Low,2.42,Low,1.6
45122,48,High,21142,,,1.62,Low,0.46
45123,47,High,26650,13,Low,2.29,Low,
45130,57,High,31908,6,Low,1.49,Low,
45131,61,High,27250,,,2.74,Low,18.85
45132,63,High,2275,,,4.35,Moderate,
45133,43,Moderate,,42,Moderate,2.36,Low,0.03
45135,37,Moderate,1950,,,1.79,Low,
45140,36,Moderate,,18,Low,1.25,Low,0.81
45142,44,Moderate,21334,6,Low,2.16,Low,
45144,46,High,21082,79,Critical,3.16,Moderate,12.21
45146,53,High,27550,,,2.05,Low,4.13
45147,77,Very High,34750,,,,,
45148,37,Moderate,975,,,2,Low,
45150,42,Moderate,21550,50,High,1.51,Low,0.76
45152,29,Moderate,,68,High,1.15,Low,0.7
45153,49,High,21790,,,1.61,Low,30.31
45154,38,Moderate,,29,Moderate,1.79,Low,0.06
45155,73,Very High,32650,,,1.88,Low,
45156,48,High,21082,,,,,387.62
45157,48,High,,50,High,1.43,Low,40.29
45158,49,High,31944,,,2.19,Low,
45159,58,High,22126,32,Moderate,1.72,Low,
45160,62,High,2925,,,,,
45162,48,High,20722,,,1.92,Low,1.7
45164,63,High,28900,,,2.94,Low,
45166,62,High,30700,,,,,
45167,57,High,28150,0,Low,2.08,Low,20.02
45168,53,High,25042,,,1.95,Low,
45169,67,High,26380,54,High,2.67,Low,0.91
45171,30,Moderate,,96,Critical,2.18,Low,0.03
45172,66,High,2925,,,1.32,Low,
45174,64,High,29740,,,0.67,Low,9.07
45176,49,High,325,42,Moderate,2.09,Low,4.28
45177,43,Moderate,21730,14,Low,1.97,Low,0.02
45201,,,,19,Low,,,
45202,65,High,29350,19,Low,1.58,Low,3.82
45203,49,High,19750,19,Low,4.11,Moderate,30.76
45204,68,High,40500,19,Low,4.54,Moderate,2.73
45205,70,High,30700,19,Low,3.36,Moderate,0.02
45206,67,High,29200,19,Low,2.71,Low,0.13
45207,73,Very High,33250,19,Low,2.84,Low,
45208,69,High,30250,19,Low,1.04,Low,1
45209,64,High,28750,19,Low,1.58,Low,0.14
45211,66,High,28300,19,Low,2.54,Low,0.02
45212,71,Very High,31750,19,Low,2.18,Low,
45213,70,High,31750,19,Low,1.96,Low,
45214,68,High,29050,19,Low,5.27,Moderate,0.01
45215,64,High,29740,19,Low,1.93,Low,0.57
45216,71,Very High,32200,19,Low,2.69,Low,0.45
45217,66,High,41700,19,Low,2.04,Low,0.14
45218,66,High,30100,19,Low,1.86,Low,0.95
45219,62,High,28000,19,Low,3.86,Moderate,
45220,66,High,28300,19,Low,2.7,Low,0.23
45221,,,,19,Low,,,
45222,,,,19,Low,,,
45223,67,High,29050,19,Low,2.96,Low,2.86
45224,64,High,28300,19,Low,2.4,Low,0.06
45225,64,High,27550,19,Low,6.22,High,0.06
45226,57,High,26518,19,Low,1.38,Low,89.97
45227,65,High,41400,19,Low,1.97,Low,7.24
45229,68,High,29950,19,Low,4.5,Moderate,
45230,59,High,25300,19,Low,1.59,Low,4.76
45231,60,High,25780,19,Low,2.01,Low,0.41
45232,64,High,27850,19,Low,5.5,Moderate,0.17
45233,59,High,3250,19,Low,1.26,Low,0.84
45234,,,,19,Low,,,
45235,,,,19,Low,,,
45236,64,High,28600,19,Low,1.69,Low,0.06
45237,66,High,28450,19,Low,3.18,Moderate,0.97
45238,62,High,26020,19,Low,2.15,Low,0.08
45239,61,High,23866,19,Low,2.38,Low,1.18
45240,58,High,2925,19,Low,2.07,Low,0.03
45241,50,High,,19,Low,1.46,Low,9.21
45242,56,High,20254,19,Low,1.15,Low,0.52
45243,57,High,25798,19,Low,0.82,Low,0.67
45244,49,High,19750,19,Low,1.28,Low,5.08
45245,48,High,,19,Low,1.9,Low,0.03
45246,58,High,24100,19,Low,1.98,Low,0.9
45247,49,High,,19,Low,1.45,Low,0.92
45248,51,High,2925,19,Low,1.7,Low,0.39
45249,47,High,650,19,Low,1.29,Low,0.03
45250,,,,19,Low,,,
45251,56,High,2925,19,Low,1.84,Low,
45252,38,Moderate,,19,Low,1.43,Low,
45253,,,,19,Low,,,
45254,,,,19,Low,,,
45255,50,High,,19,Low,1.57,Low,0.1
45258,,,,19,Low,,,
45262,,,,19,Low,,,
45263,,,,19,Low,,,
45264,,,,19,Low,,,
45267,,,,19,Low,,,
45268,,,,19,Low,,,
45269,,,,19,Low,,,
45270,,,,19,Low,,,
45271,,,,19,Low,,,
45273,,,,19,Low,,,
45274,,,,19,Low,,,
45275,,,,19,Low,,,
45277,,,,19,Low,,,
45280,,,,19,Low,,,
45296,,,,19,Low,,,
45298,,,,19,Low,,,
45299,,,,19,Low,,,
45301,77,Very High,34750,,,1.23,Low,
45302,59,High,22126,41,Moderate,1.56,Low,
45303,58,High,27550,26,Moderate,2.54,Low,0.22
45304,62,High,27400,47,High,1.93,Low,0.25
45305,71,Very High,,56,High,1.17,Low,0.64
45306,60,High,26500,20,Moderate,1.62,Low,0.9
45307,60,High,30400,40,Moderate,2.55,Low,
45308,72,Very High,40200,56,High,1.96,Low,
45309,59,High,25450,45,High,1.91,Low,1.68
45310,63,High,27700,,,1.71,Low,
45311,53,High,3590,53,High,2.1,Low,0.56
45312,64,High,23866,,,1.55,Low,
45314,62,High,2925,33,Moderate,1.59,Low,0.14
45315,36,Moderate,1300,,,1.65,Low,0.58
45316,71,Very High,31750,,,1.74,Low,
45317,71,Very High,32500,,,1.37,Low,4.88
45318,58,High,28000,6,Low,2.16,Low,1.58
45319,64,High,29800,,,1.98,Low,0.4
45320,51,High,21982,18,Low,2.02,Low,
45321,78,Very High,31150,26,Moderate,2.07,Low,
45322,57,High,3250,12,Low,1.93,Low,0.24
45323,68,High,23638,14,Low,1.78,Low,1.57
45324,49,High,2925,,,2.32,Low,0.13
45325,63,High,24718,26,Moderate,1.74,Low,0.86
45326,72,Very High,28840,20,Moderate,1.59,Low,0.22
45327,52,High,26050,3,Low,1.64,Low,0.53
45328,74,Very High,29650,6,Low,2.18,Low,
45330,57,High,2925,36,Moderate,1.83,Low,
45331,63,High,24358,15,Low,2.58,Low,0.39
45332,66,High,25690,,,2.14,Low,
45333,47,High,3590,,,2.25,Low,
45334,53,High,31860,56,High,2.16,Low,30.53
45335,59,High,2925,42,Moderate,1.76,Low,0.03
